id,first_name,last_name,position,height,weight,jersey_number,college,country,draft_year,draft_round,draft_number,team.id,team.conference,team.division,team.city,team.name,team.full_name,team.abbreviation
56677837,Jordan,Hawkins,G,6-5,190,24,Connecticut,USA,2023,1.0,14.0,19,West,Southwest,New Orleans,Pelicans,New Orleans Pelicans,NOP
56677838,Kobe,Bufkin,G,6-5,195,4,Michigan,USA,2023,1.0,15.0,1,East,Southeast,Atlanta,Hawks,Atlanta Hawks,ATL
56677839,Jett,Howard,G,6-6,215,13,Michigan,USA,2023,1.0,11.0,22,East,Southeast,Orlando,Magic,Orlando Magic,ORL
56677840,Dereck,Lively II,C,7-1,230,2,Duke,USA,2023,1.0,12.0,7,West,Southwest,Dallas,Mavericks,Dallas Mavericks,DAL
56677841,Dariq,Whitehead,F,6-6,220,0,Duke,USA,2023,1.0,22.0,3,East,Atlantic,Brooklyn,Nets,Brooklyn Nets,BKN
56677842,Brice,Sensabaugh,F,6-5,235,8,Ohio State,USA,2023,1.0,28.0,29,West,Northwest,Utah,Jazz,Utah Jazz,UTA
56677843,Noah,Clowney,F,6-9,210,21,Alabama,USA,2023,1.0,21.0,3,East,Atlantic,Brooklyn,Nets,Brooklyn Nets,BKN
56677844,Bilal,Coulibaly,G,6-8,195,0,Metropolitans 92,France,2023,1.0,7.0,30,East,Southeast,Washington,Wizards,Washington Wizards,WAS
56677845,Colby,Jones,G,6-6,207,20,Xavier,USA,2023,2.0,34.0,26,West,Pacific,Sacramento,Kings,Sacramento Kings,SAC
56677846,Nick,Smith Jr.,G,6-2,185,8,Arkansas,USA,2023,1.0,27.0,4,East,Southeast,Charlotte,Hornets,Charlotte Hornets,CHA
56677847,Emoni,Bates,F,6-8,170,21,Eastern Michigan,USA,2023,2.0,49.0,6,East,Central,Cleveland,Cavaliers,Cleveland Cavaliers,CLE
56677848,Amari,Bailey,G,6-3,185,10,UCLA,USA,2023,2.0,41.0,4,East,Southeast,Charlotte,Hornets,Charlotte Hornets,CHA
56677849,Kobe,Brown,F,6-7,250,21,Missouri,USA,2023,1.0,30.0,13,West,Pacific,LA,Clippers,LA Clippers,LAC
56677850,Toumani,Camara,F,6-7,226,33,Dayton,Belgium,2023,2.0,52.0,25,West,Northwest,Portland,Trail Blazers,Portland Trail Blazers,POR
56677851,Jaylen,Clark,G,6-4,205,0,UCLA,USA,2023,2.0,53.0,18,West,Northwest,Minnesota,Timberwolves,Minnesota Timberwolves,MIN
56677852,Andre,Jackson Jr.,G,6-6,209,44,Connecticut,USA,2023,2.0,36.0,17,East,Central,Milwaukee,Bucks,Milwaukee Bucks,MIL
56677853,Keyontae,Johnson,F,6-4,230,18,Kansas State,USA,2023,2.0,50.0,21,West,Northwest,Oklahoma City,Thunder,Oklahoma City Thunder,OKC
56677854,Chris,Livingston,F,6-6,220,7,Kentucky,USA,2023,2.0,58.0,17,East,Central,Milwaukee,Bucks,Milwaukee Bucks,MIL
56677855,Seth,Lundy,G,6-4,220,3,Penn State,USA,2023,2.0,46.0,1,East,Southeast,Atlanta,Hawks,Atlanta Hawks,ATL
56677856,Jordan,Miller,G,6-5,194,11,Miami,USA,2023,2.0,48.0,13,West,Pacific,LA,Clippers,LA Clippers,LAC
56677857,Julian,Phillips,F,6-8,198,15,Tennessee,USA,2023,2.0,35.0,5,East,Central,Chicago,Bulls,Chicago Bulls,CHI
56677858,Brandin,Podziemski,G,6-4,205,2,Santa Clara,USA,2023,1.0,19.0,10,West,Pacific,Golden State,Warriors,Golden State Warriors,GSW
56677859,Olivier-Maxence,Prosper,F,6-7,230,18,Marquette,Canada,2023,1.0,24.0,7,West,Southwest,Dallas,Mavericks,Dallas Mavericks,DAL
56677861,Ben,Sheppard,G,6-6,190,26,Belmont,USA,2023,1.0,26.0,12,East,Central,Indiana,Pacers,Indiana Pacers,IND
56677862,Jalen,Slawson,F,6-7,215,18,Furman,USA,2023,2.0,54.0,26,West,Pacific,Sacramento,Kings,Sacramento Kings,SAC
56677864,Jordan,Walsh,G,6-6,205,27,Arkansas,USA,2023,2.0,38.0,2,East,Atlantic,Boston,Celtics,Boston Celtics,BOS
56677871,Hunter,Tyson,F,6-8,215,4,Clemson,USA,2023,2.0,37.0,8,West,Northwest,Denver,Nuggets,Denver Nuggets,DEN
57875092,Gui,Santos,F,6-6,185,15,Minas,Brazil,2022,2.0,55.0,10,West,Pacific,Golden State,Warriors,Golden State Warriors,GSW
1016384149,Tristan,Vukcevic,F,6-10,220,,Real Madrid,Italy,2023,2.0,42.0,30,East,Southeast,Washington,Wizards,Washington Wizards,WAS
